Name,detail
ทำไมไม่สบายต้องตัวร้อน,เมื่อเราเป็นวัดหรือไม่สบาย<_>ร่างกายจะปรับอุณหภูมิให้สูงขึ้น<_>เพื่อยับยั้งการเจริญเติบโตของเชื้อโรคเพราะเชื้อโรคจะไม่เจริญเติบโตในอุณหภูมิร่างกายที่สูง<_>ในขณะที่เชื้อโรคอยู่ในอุณภูมิที่สูงจะหยุดการเจริญเติบโตเม็ดเลือดขาวก็จะเข้าไปจัดการกับเชื้อโรคทันที
แพะอยากกินน้ำอัดลม,"แพะตัวหนึ่งชื่อ<_>""โฟเลท""แพะตัวนี้ประหลาด เพราะมันบอกเจ้าของ<_>ๆ<_>มันว่า<_>อยากจะไปกินน้ำอัดลมที่ร้านอาหาร<_>สุดท้ายแล้วเจ้าโฟเลทจะได้ไปกินน้ำอัดลมหรือไม่<_>ไปรับฟังกันได้เลย"
ไผ่ต้นไม้ที่โตเร็ว,ไผ่เป็นพืชที่ขึ้นชื่อเรื่องความเขียวชอุ่มในทุกฤดู<_>และด้วยลักษณะของลำต้นที่ตั้งตรงไม่โค้งงอทำให้ไผ่เป็นสัญลักษณ์ของความซื่อสัตย์<_>ไผ่เจริญเติบโตบนดิน<_>ซึ่งลำต้นจะงอกอยู่ใต้ดินและแทงขึ้นมาเจริญเติบโตข้าง<_>ๆ<_>อีกมากที่เราเรียกว่าหน่อไม้<_>ต้นไผ่เจริญเติบโตได้วันละประมาณ<_><ตัวเลข><_>เซนติเมตร
คู่แค้นใต้ท้องทะเล,เรื่องราวการเล่นซ่อนหาของปลาลิ้นหมากับกุ้ง<_>ซึ่งสมัยก่อนนั้น<_>ปลาลิ้นหมายไม่ได้ตัวแบนติดพื้น<_>และกุ้งหนวดไม่ยาวเฟื้อยเหมือนปัจจุบัน<_>แต่เกิดเหตุการณ์หลังจากที่พวกมันเล่นซ่อนหากันนี้เอง<_>ก็ทำให้ทุกอย่างเปลี่ยนไป<_>นั่นรวมถึงเปลี่ยนจากเพื่อนไปเป็นศัตรูอีกด้วย
แมลงอะไรชอบถักทอ,มดแดงมีวิธีสร้างรังโดยการนำใบไม้มากองรวมกันแล้วปล่อยใยที่มีลักษณะเหนียวเหมือนกาวออกมาเพื่อถักทอใบไม้ให้เรียงติดกัน<_>ซึ่งได้เส้นใยมาจากตัวอ่อนของมดแดง<_>โดยมดงานจะคาบตัวอ่อนไว้ในปาก<_>และปีนขึ้นลงระหว่างรอยแยกของใบไม้เพื่อปล่อยใยบนใบไม้และถักทอจนกลายเป็นรังของมดแดง
ต้อนรับขับสู้,วันหนึ่งมีคนแปลกหน้าเป็นเด็กผู้หญิง<_>ท่าทางมั่นใน<_>พูดจาฉะฉาน<_>นั่งรถสองแถวมาลงที่หน้าหมู่บ้านของเจ้าจ้อย และถามทางไปตลาด<_>ลุงทองดีที่นั่งอยู่กับเจ้าจ้อย<_>จึงให้ความร่วมมือ<_>และยินดีต้อนรับขับสู้กันอย่างเต็มที่<_>เรื่องคงจะเรียบง่าย<_>ถ้าเจ้าจ้อยของเราไม่ไปมีเรื่องกับเด็กสาวคนนี้<_>ไปติดตามวีรกรรมของเจ้าจ้อยพร้อมกันได้เลย
เงือกพิสดาร,ตำนานการถือกำเนิดของนางเงือก<_>ที่เล่าว่านางเงือกนั้น<_>ดั้งเดิมแล้วไม่ใช่ปลา<_>แต่เป็นมนุษย์ที่ชอบเล่นน้ำ<_>และผูกพันกับแม่น้ำลำคลองมาก<_>แต่ด้วยเหตุไม่คาดฝัน<_>คำพูดของแม่ก็ได้ผลักไสให้เธอกลายเป็นนางเงือกเข้าจนได้
ทำไมต้องเจาะเดือดที่นิ้วนาง,การเจาะเลือดสามารถเจาะที่นิ้วไหนก็ได้<_>หากเจาะที่นิ้วชี้และนิ้วหัวแม่มือ<_>อาจทำให้เกิดการติดเชื้อและลุกลามอย่างรวดเร็วยากต่อการรักษา<_>ส่วนนิ้วก้อยอาจทำให้เจ็บและติดเชื้อได้ง่ายเช่นกัน<_>สำหรับนิ้วกลางและนิ้วนาง<_>เป็นนิ้วที่ใช้งานน้อยที่สุด<_>จึงทำให้นิ้วนางเหมาะสำหรับการเจาะเลือดมากที่สุด
พูดเป็นต่อยหอย,ลุงทองดีกับเจ้าจ้อยมีโอกาสได้อยู่ด้วยกัน<_>เจ้าจ้อยจึงทำหน้าที่เป็นหมอนวดให้ลุงทองดีระหว่างที่นวดนั้น<_>เจ้าจ้อยก็เริ่มอ้อนอยากจะให้ลุงทองดีซื้อของให้<_>แต่พอลุงทองดีพยายามถามหาเหตุผล<_>เจ้าจ้อยก็พูดอ้อมค้อมไม่หยุดหย่อน<_>จนลุงทองดีถึงกับอยากจะหลับหนีไปเลยทีเดียว
ตะกร้าสารพัดนึก,พราหมณ์ผู้หนึ่งออกเดินทางไปต่างเมือง<_>หวังอยากจะมีชีวิตความเป็นอยู่ที่ดีขึ้น<_>แต่ในระหว่างการเดินทางนั้นเอง<_>เขาบังเอิญไปเจอกับผีป่า<_>และได้รับตระกร้าวิเศษ<_>ทำให้เขาได้ผจญภัยกับผู้คนมากมายอย่างที่คาดไม่ถึงเลยทีเดียว
เครียดทำให้แก่เร็วนะ,ความเครียดจะทำให้ร่างกายของเราหลั่งฮอร์โมนแห่งความเครียดที่ชื่อว่า<_>คอร์ทิซอล<_>ที่ส่งผลเสียต่อสมองของเรา<_>ทำให้เราแก่เร็วขึ้น<_>และอาจทำให้เรากลายเป็นโรคหลงลืมได้<_>ที่สำคัญฮอร์โมนตัวนี้ยังต่อต้านการหลั่งฮอร์โมนที่จะช่วยกำจัดความเครียดอีกด้วย<_>เราจึงควรหมั่นดูแลตัวเองไม่ให้เครียด
ตีโพยตีพาย,ลุงทองดีเห็นเจ้าจ้อยเล่นกับเจ้าสิงห์แค่สองคน<_>เลยเข้าไปถามด้วยความสงสัย<_>จนรู้ว่าเจ้าจ้อยทะเลาะกับเจ้าแดง<_>ทำให้เจ้าแดงไม่มาเล่นด้วย<_>ซึ่งการทะเลาะของเจ้าสองคนนี้ก็เป็นเรื่องที่เกิดขึ้นซ้ำแล้วซ้ำเล่า<_>แต่ครั้งนี้สาเหตุจะมาจากอะไรกันนะ<_>ไปติดตามเรื่องราวนี้พร้อมกันได้เลย
คำพูดที่มีราคา,เรื่องราวการเดินทางของสิงห์<_>ชายหนุ่มผู้ออกแสวงหาโชค<_>เขาเจอกับคนแปลกหน้าในระหว่างการเดินทาง<_>แต่เขาไม่ยอมพูดจาและเงียบขรึม<_>จะพูดก็ต่อเมื่อได้รับเงินเท่านั้น<_>นั่นทำให้สิงห์ต้องจ่ายเงินเกือบทั้งหมดเพื่อที่จะทำให้ชายคนนี้พูด<_>และคำที่เขาพูดออกมานั้น<_>ก็เป็นคำที่จะทำให้ชีวิตของสิงห์เปลี่ยนไปตลอดกาล
ไดโนเสาร์หัวแข็ง,แพคคีเซฟฟาโลซอรัส<_>เป็นไดโนเสาร์กินพืชที่มีลักษณะเด่นคือ<_>กะโหลกศีรษะคล้ายรูปโดม<_>และมีความแข็งแรง<_>หนาประมาณ<_><ตัวเลข><_>เซนติเมตร<_>นักวิทยาศาสตร์เชื่อว่ามันอาจใช้กะโหลดนี้ชนกันหรือต่อสู้เพื่อปกป้องอาณาเขต<_>แย่งชิงความเป็นจ่าฝูง<_>รวมทั้งแย่งชิงตัวเมียด้วย
ทำไมเป็นหวัดถึงไม่รับรู้รสอาหาร,การรับรู้รสชาติเกิดจากการทำงานร่วมกันของลิ้นและจมูก<_>โดยมีการรับรสและกลิ่นไปพร้อมกัน<_>ปกติลิ้นของเราจะรับรสชาติได้เพียง<_><ตัวเลข><_>รส<_>คือ<_>เปรี้ยว<_>หวาน<_>เค็ม<_>และ<_>ขม<_>ส่วนจมูกก็มีหน้าที่รับกลิ่นซึ่งไวกว่าการรับรสด้วยลิ้นมาก<_>ซึ่งเวลาเป็นหวัดคัดจมูกเราจะรับกลิ่นได้น้อย<_>ทำให้รับรสได้น้อยลงด้วย<_>จึงรู้สึกว่าอาหารไม่มีรสชาติ
ทำไมเราต้องเดินแกว่งแขน,ในขณะที่มนุษย์เดิน<_>แขนทั้งสองข้างจะแกว่งไปมาโดยอัตโนมัติ<_>เหมือนสัตว์ที่เพิ่งเกิดได้ไม่นานก็สามารถลุกขึ้นได้เลย<_>หรือเด็กที่หัดเดินก็รู้ว่าจะต้องแกว่งแขนไปมา<_>เพราะการแกว่งแขนขณะเดินจะช่วยรักษาการทรงตัวของร่างกายและทำให้เดินไปข้างหน้าได้
จำนวนดวงดาวบนท้องฟ้า,ดวงดาวในจักวาลมีเป็นจำนวนมาก<_>กาแล็กซี่หนึ่งมีดาวประมาณพันล้านดวง<_>และจำนวนกาแล็กซี่ที่มีอยู่ในจักรวาลก็มีจำนวนมหาศาล<_>จึงทำให้ดวงดาวมีเป็นจำนวนมากจนนับไม่ถ้วน<_>แต่ดาวที่เราสามารถมองเห็นด้วยตาเปล่ามีประมาณ<_><ตัวเลข><_>ดวง<_>เป็นดาวที่อยู่ใกล้โลกหรือดาวที่สว่างมากเท่านั้น<_>ส่วนที่เหลือคือดาวที่อยู่ไกลโลกเราจึงมองไม่เห็น
ตีวัวกระทบคราด,เจ้าจ้อยเดินหงุดหงิด<_>ทำหน้าตาขึงขัง<_>แล้วทะเลาะกับข้าวของไปเรื่อย<_>จนลุงทองดีต้องห้ามเอาไว้<_>เพราะกลัวข้าวของจะเสียหาย<_>แต่ว่าเจ้าจ้อยหงุดหงิดเรื่องอะไรกัน ไปติดตามเรื่องราวนี้พร้อมกันได้เลย
ทำไมเราถึงปวดหัว,อาการปวดหัวมีสองอย่างคือ<_>อาการบีบเกร็งของกล้าเนื้อศีรษะและท้ายทอย<_>และการยืด<_>หดตัวของเส้นเลือดที่อยู่รอบ<_>ๆ<_>สมอง<_>เนื่องจากสมองไม่มีความรู้สึกเจ็บปวด<_>ร่างกายจึงรับรู้สัญญาณความผิดปกติบริเวณสมองในรูปของการปวดหัวแทน
เป็นบ้าเป็นหลัง,ไม่รู้ว่าเจ้าจ้อยไปอ่านหนังสือเล่มไหนมา<_>เพราะจู่ๆก็นึกรักโลกอย่างสุดโต่ง<_>และได้แอนตี้ถุงพลาสติก<_>แถมยังบังคับให้ลุงทองดีประหยัดโน่นนั่นนี่<_>เพื่อลดโอกาสในการเกิดภาวะโลกร้อน<_>ซึ่งนั่นก็ทำให้ลุงทองดีลำบากมาก<_>จนต้องพูดยับยั้งไม่ให้เจ้าจ้อยทำอะไรจนสุดขีดมากเกินไปนั่นเอง
ต้นไม้แต่งงาน,ตำนานรักในครั้งอดีตของอาณาจักรต้นไม้<_>เมื่อครั้งที่ต้นไม้ยังไปมาหาสู่และติดต่อกันได้เหมือนมนุษย์<_>ได้มีต้นไม้ผู้หนึ่งนึกจะจับคู่ให้กับต้นไม้หนุ่มสาว<_>แต่ด้วยเหตุสุดวิสัยหลายอย่าง<_>ก็ทำให้การจับคู่ครั้งนี้พังทลายลง<_>และเปลี่ยนธรรมเนียมการครองคู่ของเหล่าต้นไม้ไปตลอดกาล
ไดโนเสาร์ตัวเล็กที่สุด,คอมป์ซอกเนทัสเป็นไดโนเสาร์ที่ตัวเล็กที่สุด<_>ถูกค้นพบในประเทศเยอรมนีและฝรั่งเศส<_>ลักษณะโครงกระดูกเหมือนนกโบราณยุคก่อนประวัติศาสตร์<_>กระดูกกลวงและหางยาวเรียวเป็นสองเท่าของลำตัว<_>วิ่งเร็ว<_>กินสัตว์ขนาดเล็กเป็นอาหาร<_>เมื่อโตเต็มวัยจะมีลำตัวยาวประมาณ<_><ตัวเลข>-<ตัวเลข><_>เซนติเมตร<_>หนัก<_><ตัวเลข><_>กิโลกรัม
บ้านเมืองมีขื่อมีแปร,เจ้าจ้อยวิ่งหน้าตาตื่นมาหลบอยู่ในมุมแคบที่บ้านลุงทองดี<_>ท่าทางดูเหมือนกำลังตื่นกลัวเป็นพิเศษ<_>ลุงทองดีเห็นจึงสงสัยว่าเจ้าจ้อยเป็นอะไร<_>และได้คำตอบว่าเจ้าจ้อยไปได้ข่าวการลักพาตัวเด็ก<_>จึงกังวลกับการที่มีคนแปลกหน้ามาถามทาง<_>เพราะคิดว่าตัวเองจะโดนลักพาตัวไปด้วย<_>ลุงทองดีจึงต้องหาวิธีอธิบายอย่างเป็นเหตุผลให้เจ้าจ้อยสบายใจนั่นเอง
เสื้อแห่งความสุข,เรื่องราวของพระราชาที่อยากหายจากการเจ็บป่วย<_>และได้รับคำแนะนำจากคนแปลกหน้าว่าให้หาเสื้อจากคนที่มีความสุขสมบูรณ์แบบมาสวมใส่ แล้วจะหายจากทุกโรคภัยไข้เจ็บ<_>เมื่อทราบเช่นนั้นพระราชาจึงมอบหมายให้เจ้าชายออกค้นหาเสื้อดังกล่าว<_>แต่ก็ไม่รู้ว่าเจ้าชายจะทำภารกิจสำเร็จหรือไม่<_>ไปเอาใจช่วยเจ้าชายและพระราชาของเราได้เลย
ทำไมสิงโตตัวผู้ไม่หาล่าเหยื่อ,สิงโตเป็นสัตว์ที่มีคู่ชีวิตได้หลายตัว<_>และไม่ค่อยออกล่าเหยื่อมันมีหน้าที่ดูแลลูก<_>ๆ<_>และกินอาหารเท่านั้น<_>เพราะแผงคอที่ส่วนหัวอันใหญ่โตคือจุดเด่นหากไปหลบซ่อนในทุ่งหญ้าเพื่อซุ่มโจมตีเหยื่อก็จะรู้ตัวและหลบหนีได้ทัน<_>สำหรับเหยื่อที่ตัวเมียหามาได้ก็จะให้ตัวผู้กินก่อน<_>ต่อด้วยตัวเมีย<_>และ<_>ลูก<_>ตามลับดำ
กอริล่าเป็นสัตว์ที่อ่อนโยน,กอริล่าเป็นสัตว์ที่มีรูปลักษณ์ภายนอกดูน่ากลัว<_>และคนมักเข้าใจผิดว่ากอริล่าเป็นสัตว์ดุร้าย<_>แต่จากผลการวิจัยพบว่า<_>กอริล่าเป็นสัตว์กินพืชที่อ่อนโยน<_>ส่วนท่าทางดุร้ายด้วยการทุบอกและร้องตะโกนของกอริล่าตัวผู้นั้น<_>เป็นเพียงการขู่ผู้บุกรุกที่จะเข้ามาคุกคามในกลุ่มเท่านั้น
หนอนคืบ,หนอนคืบเป็นสัตว์ที่ไม่มีกระดูกสันหลัง<_>มีรูปร่างผอมยาว<_>เวลาเคลื่อนที่จะยืดแล้วโค้งไปเรื่อย<_>ๆ<_>ลักษณะเหมือนสะพานโค้ง<_>มีชื่อเรียกอีกอย่างว่า<_>หนอนเอวโค้ง<_>เวลาอยู่นิ่ง<_>ๆ<_>ร่างกายจะยืดตรงเหมือนกิ่งไม้<_>ตัวเต็มวัยของหนอนคืบก็คือผีเสื้อหนอนคืบ<_>ซึ่งจะมีปีกใหญ่และมีหนวดเป็นเส้นยาวคล้ายเส้นด้าย
ตำนานงูโพลองกา,"เรื่องเล่าความดุร้ายของ<_>""งูโพลองกา""<_>งูสายพันธุ์ขึ้นชื่อว่าดุร้ายและมีพิษร้ายแรงที่สุดในประเทศศรีลังกา<_>เป็นตำนานที่เล่าต่อ<_>ๆ<_>กันเป็นอุทาหรณ์ให้เด็ก<_>ๆ<_>เกิดความตระหนักกลัวและระมัดระวังตัวจากงูชนิด<_>นี้"
น้ำหนักสมองของช้าง,ช้างเป็นสัตว์เลี้ยงลูกด้วยนม<_>มีน้ำหนักตัวประมาณ<_><ตัวเลข><_>กิโลกรัม<_>ซึ่งถือว่าเป็นสัตว์บกที่ตัวใหญ่ที่สุด<_>มีความเฉลียวฉลาดมาก<_>และยังเป็นสัตว์บกที่มีสมองใหญ่ที่สุดอีกด้วย<_>ซึ่งสมองของช้างมีน้ำหนักเฉลี่ยประมาณ<_><ตัวเลข><_>กิโลกรัม
กาเอาคืน,เหล่าฝูงกา<_>ต้องการทวงคืนพื้นที่อันแสนสงบสุข<_>เพราะถูกงูตัวหนึ่งเลื้อยมารุกรานและทำร้ายลูกหลานของตน<_>แต่ด้วยความที่กาฝูงนี้รู้ว่าตัวเองไม่สามารถจัดการงูด้วยกำลังของตนได้<_>พวกมันจึงคิดแผนการที่จะขับไล่งูตัวนี้ออกไป<_>ด้วยกลยุทธที่ชาญฉลาดที่สุด
ทีเร็กซ์น่ากลัวไหม,ไดโนเสาร์มีหลากหลายสายพันธุ์<_>แต่ไดโนเสาร์ที่น่ากลัวและมีชื่อเสียงที่สุดในบรรดาไดโนเสาร์กินเนื้อก็คือ<_>ไทรันโนซอรัส<_>แปลว่า<_>กิ้งก่าทรราช<_>หรือที่นิยมเรียกว่า<_>ทีเร็กซ์<_>ซึ่งหมายถึงราชา<_>ทีเร็กซ์มีลำตัวยาวประมาณ<_><ตัวเลข><_>เมตร<_>หนักประมาณ<_><ตัวเลข><_>ตัน<_>ยืนด้วยขาคู่หลัง<_>มีฟันที่แหลมคมเพื่อช่วยกัดฉีกเนื้อ<_>และมีสายตาที่ดีเยี่ยมจึงล่าเหยื่อยได้ดี
สั่งขี้มูก,ลุงทองดีขอแรงเจ้าจ้อยให้ช่วยตัดหญ้า<_>แต่เจ้าจ้อยจะงอแงไม่อยากช่วยงาน<_>เอาแต่จะกลับบ้านอย่างเดียว<_>ลุงทองดีจึงตั้งเงื่อนไขและแบ่งงานให้เจ้าจ้อยด้วยคำสั่งที่ชัดเจน<_>แต่เจ้าจ้อยก็แผลงฤทธิ์ด้วยการทำอะไรบางอย่างที่ขัดกับคำสั่ง<_>ทำให้ลงุทองดีถึงกับปรี๊ดแตกกันเลยทีเดียว
กรรมการขี้โกง,ลิงคู่หนึ่ง<_>เถียงกันเรื่องขนาดของก้อนเค้กอย่างไร้เหตุผล<_>แบบที่ไม่มีใครยอมใคร<_>กระต่ายตัวหนึ่งจึงฉวยโอกาสเข้ามาเป็นคนกลางในการตัดสิน<_>แต่ยิ่งเถียงกันไป<_>ก้อนเค้กก็เล็กลงเรื่อย<_>ๆ<_>ทำไมถึงเป็นแบบนั้นไปได้<_>ไปติดตามเรื่องราวชวนงงนี้พร้อมกันได้เลย
สุนัขดับเพลิงแสนเก่ง,สุนัขกู้ภัยแสนรู้<_>ที่เคยช่วยเหลือชีวิตผู้คนจากเหตุเพลิงไหม้หลายครั้ง<_>และครั้งนี้เกิดเหตุเพลิงไม้ขึ้น<_>มนุษย์ตกอยู่ในอันตรายอีกแล้ว<_>ไม่รู้ว่าภารกิจช่วยชีวิตในวันนี้จะเป็นอย่างไร<_>ไปเอาใจช่วยเจ้าสุนัขดับเพลิงกันค่ะ
ความลับของไส้เดือน,ไส้เดือนอาศัยการทำงานร่วมกันระหว่างขนและการยืดหดของกล้ามเนื้อช่วยในการเคลื่อนที่<_>กล้ามเนื้อของไส้เดือนแบ่งเป็นกล้ามเนื้อวงและกล้ามเนื้อตามยาว<_>เมื่อร่างกายของมันจะหดตัวกล้ามเนื้อวงและกล้ามเนื้อตามยาวจะหดตัวสลับกันไป<_>ทำให้ไส้เดือนเดินไปข้างหน้าได้
นักสืบสี่ขา,สุนัขมีประสาททางจมูกดีกว่ามนุษย์<_>เพราะสามารถได้กลิ่นสิ่งที่เรายังไม่รู้ว่ามีได้<_>นักล่าสัตว์ทั้งหลายรู้ว่าสุนัขสามารถจับกลิ่นแม้เพียงบางเบาที่สัตว์อื่นทิ้งไว้และสามารถตามรอยไปได้<_>ส่วนที่ขั้วโลกเหนือสุนัขสามารถพาชาวเอสกิโมไปยังปากโพรงของแมวน้ำที่อยู่ในน้ำแข็งด้วย
มดแดงจอมขี้เกียจ,มดแดงต่อสู้เก่ง<_>และมีฤทธิ์เดชมาก<_>แต่พวกมันมีนิสัยขี้เกียจ<_>ไม่ชอบหาอาหารและเลี้ยงลูก<_>เพื่อไม่ให้ตัวเองอดตายพวกมันจึงไปขโมยดักแดงของมดชนิดอื่น<_>และบังคับให้มดชนิดอื่นที่ฟักตัวออกมาทำงานรับใช้พวกมัน<_>และมดดำเป็นกลุ่มที่มักโดนมดแดงทำร้าย
กลศึกของกระจง,เมื่อราชาเสือต้องการจะขยายอาณาเขต<_>จึงประกาศสงครามกับเมืองอื่น<_>ๆ<_>แต่ระหว่างทางพวกเสือได้พบกับเจ้ากระจงผู้มีไหวพริบ<_>ทำให้แผนการชิงดินแดนของราชาเสือไม่ง่ายอย่างที่คิด<_>ไปฟังเรื่องราวการต่อสู้นี้พร้อมกันได้เลย
รักนะลูกเข้,จระเข้แม่น้ำไนล์<_>มีน้ำหนักมากถึงหนึ่งตัน<_>มีพละกำลังและดุร้าย<_>สามารถจับม้าลายกินได้ทั้งตัว<_>แต่ถึงจะเป็นสัตว์ที่ดุร้ายจระเข้ก็รักและดูแลลูกเป็นอย่างดี<_>โดยเฉพาะการย้ายลูกให้ไปอยู่ในที่ปลอดภัย<_>ด้วยการอมลูกไว้ในปากของตัวเองเพื่อย้ายลูกลงน้ำ<_>ซึ่งผิวหนังที่ขากรรไกรของจระเข้จะยืดได้จึงใส่ลูกไว้ในปากได้ถึง<_><ตัวเลข><_>ตัว
กลยุทธิ์ฝึกควายน้อย,พระราชาจากดินแดนที่ยิ่งใหญ่ต้องการล่าแผ่นดินทั้งหมด<_>ชาวบ้านในหมู่บ้านเล็ก<_>ๆ<_>จึงต้องหาวิธีปกป้องเอกราชของตน<_>โดยใช้กลยุทธ์ชนควาย<_>เพื่อหลีกเลี่ยงการเสียเลือดเสียเนื้อของชาวบ้าน<_>แต่พระราชาก็ยังได้เปรียบอยู่ดี<_>ชาวบ้านจึงระดมสมองคิดแผนเพื่อเอาชนะในการประลองครั้งนี้อย่างหนักหน่วง<_>ไปรับฟังการต่อสู้ครั้งนี้พร้อมกันได้เลย
ทำไมเสือสองตัวอยู่ถ้ำเดียวกันไม่ได้,เสือเป็นสัตว์หากินในเวลากลางคืนใช้ชีวิตอย่างสันโดษ<_>ซึ่งแต่ละตัวจะมีอาณาเขตเป็นของตัวเองด้วยการขับมูลหรือฉี่ที่มีกลิ่นฉุนไว้บนต้นไม้หรือพุ่มไม้<_>บางครั้งก็ใช้กรงเล็บอันแข็งแรงขูดข่วนทำสัญลักษณ์ไว้บนต้นไม้<_>หรือกลิ้งเพื่อทิ้งขนแสดงอาณาเขตของตน
อิจฉาตาร้อน,"อยู่ดี<_>ๆ<_>เจ้าจ้อยก็ตั้งใจอ่านหนังสือขึ้นมา<_>ลุงทองดีก็รู้สึกชื่นชม<_>แต่พอรู้ว่าไม่ใช่เพราะอยากมีความรู้<_>แต่เพราะ<_>""อิจฉาตาร้อน""<_>เพื่อน<_>เรื่องราวจะเป็นอย่างไรไปติดตามกันค่ะ"
คางคกร้องเรียน,คางคกเห็นฝนไม่ตกมาหลายเดือน<_>จึงเดินทางไปร้องเรียนต่อเทพเจ้า<_>ระหว่างการเดินทางที่ยาวไกล<_>มันพบกับสิ่งต่าง<_>ๆ<_>มากมาย<_>เพื่อนำไปต่อรองกับเทพเจ้าอีกด้วย<_>มาเอาใจช่วยเจ้าคางคกว่าจะเรียกร้องขอฝนได้สำเร็จหรือไม่พร้อม<_>ๆ<_>กันได้เลย
ฉี่อูฐ,อูฐเป็นสัตว์บกที่กินน้ำได้ครั้งละหลายสิบลิตร<_>และสามารถอดน้ำได้หลายสิบวันติดต่อกัน<_>การเดินทางในทะเลทรายทำให้อูฐต้องกลั้นปัสสาวะเพื่อลดการสูญเสียน้ำทำให้ปัสสาวะของอูฐมีความเข้มข้นสูงมีกลิ่นฉุนและเปลี่ยนเป้นแอมโมเนียเหมือนกับยาดมแก้เป็นลม
คำสัญญาของม้าป่า,กวางเกเรชอบกลั่นแกล้งม้าป่าให้โมโห<_>ม้าหงุดหงิดและอยากแก้แค้นกวาง<_>แต่กลัวจะมีปัญหาเพราะไม่กล้าสู้กับเจ้ากวางเกเรโดยตรง<_>ทำให้ม้าต้องมาขอความช่วยเหลือจากมนุษย์<_>และวางเงื่อนไขกับข้อสัญญาบางอย่าง<_>ที่จะผูกมัดเจ้าม้าไปตลอดกาล
นายแน่มากพังพอน,พังพอนแบ่งออกเป็น<_><ตัวเลข><_>ชนิด<_>คือ<_>พังพอนเล็กและพังพอนใหญ่ชอบอาศัยตามป่าทึบมีฟันที่แหลมคม<_><ตัวเลข>-<ตัวเลข><_>ซี่<_>ใช้เป็นอาวุธในการจับเหยื่อมันจะกินสัตว์ชนิดต่าง<_>ๆ<_>และผลไม้<_>รวมทั้งงูโดยมีวิธีที่ว่องไวในการหลอกล่อและโจมตีงูพิษให้เหนื่อยแล้วกระโจนกัดบริเวณลำคอของงู
ขี้หมูราขี้หมาแห้ง,"เจ้าจ้อยกับเจ้าแดงเจอกระเป๋าเงินตกอยู่บนพื้น<_>และเอาแต่เถียงว่าใครเป็นคนที่เจอก่อน<_>ลุงทองดีผ่านมาจึงบอกให้ทั้งสองใจเย็น<_>แล้วบอกว่านี่เป็นเรื่อง<_>""ขี้หมูราขี้หมาแห้ง""<_>ไม่ควรทะเลาะกันให้เสียเวลา"
แบ่งห่าน,เรื่องราวของชายชนบทผู้มีปัญญาและไหวพริบ<_>แต่ไม่มีสมบัติหรือของขวัญล้ำค่าใด<_>ๆ<_>เลย<_>แต่เขาใช้วาทะศิลป์ในการสร้างสัมพันธไมตรีกับเศรษฐีผู้มีที่ดินมากมาย<_>ด้วยการใช้ห่านย่างเพียงตัวเดียวเท่านั้น<_>นั้นทำให้เค้ากลายเป็นที่รักและเอ็นดูของผู้อื่นไปโดยปริยาย
การออกกำลังกายของนักบินอวกาศ,แม้กระดูจะแข็งแรงเพียงใด<_>หากขาดการออกำลังกายก็จะทำให้หักได้ง่ายหรือไม่ก็เสื่อมลง<_>เพราะแคลเซียมที่อยู่ในกระดูจะค่อย<_>ๆ<_>สูญเสียไป<_>เช่น<_>ออกมากับปัสสาวะ<_>การที่นักบินต้องออกกำลังกายต่อเนื่องเพื่อป้องกันไม่ให้กระดูกพรุน
หัวมังกุท้ายมังกร,"เจ้าจ้อยตั้งใจทำงานประดิษฐ์สร้างเครื่องมือบางอย่างไปส่งเป็นการบ้าน<_>จึงขอให้ลุงทองดีเป็นหนูทดลอง<_>แต่สิ่งประดิษฐ์ของเจ้าจ้อยนั้นก็ดูหน้าตาแปลกประหลาด<_>ลุงทองดีจึงยกสำนวน<_>""หัวมังกุท้ายมังกร""<_>ขึ้นมาเปรียบเทียบ<_>เพราะหวั่นใจที่จะต้องทดลองสิ่งประดิษฐ์นี้"
ไก่จองหอง,ไก่ตัวหนึ่ง<_>ถูกเอาใจจนเคยตัว<_>มันคิดว่าตัวเองเป็นสัตว์ตัวโปรดที่สง่างามที่สุดในบ้าน<_>มันจึงหยิ่งผยองและทำตัวไม่น่ารักกับเหล่าสัตว์ตัวอื่น<_>ๆ<_>จนทำให้สัตว์ทั้งหลายไม่ชอบมัน<_>และวางอุบายจัดการเจ้าไก่ตัวนี้<_>เพื่อเป็นบทเรียน
เคล็ดลับไม่ให้ลืม,บางครั้งเราอาจหลงลืมบางเรื่องบ่อย<_>ๆ<_>แต่ถ้าเราวางแผนในการออกกำลังกายอย่างสม่ำเสมอ<_>หลีกเลี่ยงเหล้าและบุหรี่<_>อ่านหนังสือให้หลากหลาย<_>นอนหลับพักผ่อนให้เพียงพอ<_>ฝึกใช้สมองเป็นประจำ<_>และ<_>การฝึกเขียนโน้ตย่อเพื่อช่วยเสริมสร้างความจำตั้งแต่เด็ก
ได้คืบจะเอาศอก,"ลุงทองดีกับเจ้าจ้อยไปสถานีรถไฟเพื่อเดินทางไปต่างจังหวัด<_>สถานีรถไฟมีของกินและของเล่นล่อตาเจ้าจ้อยมากมาย<_>ทำเอาเจ้าจ้อยอยู่ไม่สุขอ้อนจะเอาโน่นเอานี่<_>จนลุงทองดีต้องยกสำนวนได้<_>""คืบจะเอาศอก""<_>ขึ้นมาห้ามปรามเจ้าจ้อยไว้"
